City,Country,Lat,Lng,Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Lucapa,AO,-8.42,20.74,66.41,66.41,97,76,2.06,Fri Nov  9 12:09:04 2018
Cabo San Lucas,MX,22.89,-109.91,87.89,89.6,42,40,10.29,Fri Nov  9 11:43:00 2018
Alugan,PH,12.22,125.48,77.3,77.3,100,56,8.59,Fri Nov  9 12:09:05 2018
Cabinda,AO,-5.56,12.19,82.4,82.4,78,20,6.93,Fri Nov  9 11:00:00 2018
Codrington,AU,-28.95,153.24,60.25,60.25,87,32,3.56,Fri Nov  9 12:09:06 2018
Beidao,CN,34.57,105.89,32.53,32.53,98,92,2.51,Fri Nov  9 12:09:06 2018
Hualmay,PE,-11.1,-77.61,72.53,72.53,64,0,6.02,Fri Nov  9 12:09:07 2018
Clyde River,CA,70.47,-68.59,-7.61,-7.61,83,75,4.7,Fri Nov  9 11:00:00 2018
Chernyakhiv,UA,50.46,28.67,29.96,29.96,78,0,3.06,Fri Nov  9 12:09:08 2018
Iracoubo,GF,5.48,-53.21,84.82,84.82,64,8,7.43,Fri Nov  9 12:09:08 2018
LOS ALGARROBOS,EC,-3.25,-79.94,89.6,89.6,33,40,9.17,Fri Nov  9 11:00:00 2018
Belyy Yar,RU,53.6,91.39,23.0,23.0,41,0,11.18,Fri Nov  9 11:30:00 2018
A Coruna,ES,43.37,-8.4,58.73,60.8,87,75,19.46,Fri Nov  9 11:43:00 2018
Muros,ES,42.77,-9.06,57.2,57.2,100,75,23.04,Fri Nov  9 11:30:00 2018
Kupang,ID,-10.16,123.6,78.7,78.7,100,12,4.74,Fri Nov  9 12:09:10 2018
Gat,SN,14.69,-16.54,85.49,85.49,38,0,7.02,Fri Nov  9 12:09:11 2018
Itapirapua,BR,-15.82,-50.61,78.7,78.7,80,48,2.06,Fri Nov  9 12:09:11 2018
General Cepeda,MX,25.38,-101.48,51.8,51.8,100,90,3.89,Fri Nov  9 11:40:00 2018
Kribi,CM,2.94,9.91,74.15,74.15,100,32,2.62,Fri Nov  9 12:09:12 2018
Eghezee,BE,50.59,4.91,50.59,53.6,81,32,10.29,Fri Nov  9 11:25:00 2018
Praia da Vitoria,PT,38.73,-27.07,68.0,68.0,82,20,24.2,Fri Nov  9 11:00:00 2018
Atar,MR,20.52,-13.05,77.08,77.08,42,80,6.13,Fri Nov  9 12:09:13 2018
Naze,NG,5.43,7.07,77.0,77.0,94,75,4.85,Fri Nov  9 11:00:00 2018
Kirovskiy,RU,45.09,133.51,34.73,34.73,87,92,7.36,Fri Nov  9 12:09:14 2018
Mercedes,UY,-33.25,-58.03,85.67,85.67,61,12,9.26,Fri Nov  9 12:09:15 2018
Koryazhma,RU,61.32,47.16,21.05,21.05,76,88,5.79,Fri Nov  9 12:09:15 2018
Chupa,PE,-15.11,-69.99,68.0,68.0,20,40,10.29,Fri Nov  9 11:00:00 2018
Upata,VE,8.02,-62.41,85.49,85.49,61,24,5.08,Fri Nov  9 12:09:16 2018
Srednekolymsk,RU,67.46,153.71,-19.99,-19.99,59,0,2.39,Fri Nov  9 12:09:17 2018
Mount Isa,AU,-20.73,139.49,71.6,71.6,21,0,13.87,Fri Nov  9 11:30:00 2018
Negombo,LK,7.21,79.83,73.4,73.4,94,40,4.7,Fri Nov  9 11:10:00 2018
Nalut,LY,31.86,10.98,54.4,54.4,63,24,4.29,Fri Nov  9 12:09:18 2018
Salinopolis,BR,-0.61,-47.36,83.69,83.69,90,20,18.32,Fri Nov  9 12:09:19 2018
Lithakia,GR,37.72,20.83,53.6,53.6,71,20,3.78,Fri Nov  9 11:20:00 2018
Waingapu,ID,-9.65,120.26,69.83,69.83,100,20,2.77,Fri Nov  9 12:09:20 2018
Kihei,US,20.76,-156.45,78.48,82.04,67,20,6.87,Fri Nov  9 10:56:00 2018
Henties Bay,NA,-22.12,14.28,60.11,60.11,97,0,4.0,Fri Nov  9 12:09:21 2018
Mackenzie,CA,55.34,-123.09,30.2,30.2,92,90,2.24,Fri Nov  9 11:00:00 2018
Port Blair,IN,11.67,92.75,79.37,79.37,100,92,23.64,Fri Nov  9 12:08:03 2018
Warah,YE,13.4,44.12,55.07,55.07,95,0,2.33,Fri Nov  9 12:09:22 2018
Santa Fe,AR,-31.62,-60.7,87.97,87.97,50,92,15.14,Fri Nov  9 12:06:47 2018
Sao Felix do Xingu,BR,-6.64,-51.99,82.61,82.61,82,0,2.06,Fri Nov  9 12:09:23 2018
Alofi,NU,-19.06,-169.92,76.67,76.67,100,44,10.33,Fri Nov  9 12:09:24 2018
Tallahassee,US,30.44,-84.28,78.19,78.8,76,75,4.7,Fri Nov  9 11:37:00 2018
Mana,RS,43.52,20.24,40.24,42.8,100,0,1.12,Fri Nov  9 11:30:00 2018
Harlingen,US,26.19,-97.7,60.94,66.92,90,90,20.8,Fri Nov  9 11:53:00 2018
Aripuana,BR,-9.17,-60.63,83.47,83.47,79,32,2.1,Fri Nov  9 12:09:25 2018
Gravdal,NO,59.79,5.78,49.01,50.0,61,20,11.41,Fri Nov  9 11:20:00 2018
Mayya,RU,61.74,130.28,-9.41,-9.41,83,0,4.47,Fri Nov  9 11:30:00 2018
Isla Mujeres,MX,21.23,-86.73,84.2,84.2,66,40,5.82,Fri Nov  9 11:42:00 2018
Monrovia,LR,6.33,-10.8,75.2,75.2,94,75,5.82,Fri Nov  9 11:30:00 2018
Mabamba,TZ,-3.6,30.5,61.28,61.28,87,12,2.84,Fri Nov  9 12:09:27 2018
Joaima,BR,-16.65,-41.03,68.35,68.35,94,92,5.35,Fri Nov  9 12:07:55 2018
Khatanga,RU,71.98,102.47,-27.69,-27.69,43,12,12.28,Fri Nov  9 12:09:29 2018
Tsagan Aman,RU,47.57,46.72,31.0,31.0,96,0,2.89,Fri Nov  9 12:09:29 2018
Rio Gallegos,AR,-51.62,-69.22,51.8,51.8,32,75,23.04,Fri Nov  9 11:00:00 2018
Payakumbuh,ID,-0.23,100.63,68.98,68.98,93,88,2.28,Fri Nov  9 12:09:30 2018
Ocampo,PH,13.56,123.37,78.07,78.07,97,92,14.58,Fri Nov  9 12:09:30 2018
Lasa,CY,34.92,32.53,65.53,68.0,72,20,9.17,Fri Nov  9 11:30:00 2018
Beringovskiy,RU,63.05,179.32,35.18,35.18,99,88,23.2,Fri Nov  9 12:09:31 2018
Saldanha,PT,41.42,-6.55,51.2,51.2,98,92,15.08,Fri Nov  9 12:09:32 2018
Ormara,PK,25.21,64.64,75.14,75.14,95,0,7.25,Fri Nov  9 12:09:32 2018
Namibe,AO,-15.19,12.15,71.72,71.72,100,0,2.39,Fri Nov  9 12:09:32 2018
Tartasesti,RO,44.58,25.81,41.9,42.8,93,0,2.77,Fri Nov  9 11:30:00 2018
Bandar-e Lengeh,IR,26.56,54.88,82.79,82.79,97,0,13.8,Fri Nov  9 12:09:33 2018
La Roche-sur-Yon,FR,46.67,-1.43,52.43,53.6,87,75,24.16,Fri Nov  9 11:30:00 2018
Husavik,CA,50.56,-96.99,18.71,18.71,97,0,6.58,Fri Nov  9 12:09:34 2018
Jumla,NP,29.28,82.18,23.35,23.35,97,0,2.1,Fri Nov  9 12:09:34 2018
Severo-Kurilsk,RU,50.68,156.12,33.02,33.02,100,36,4.52,Fri Nov  9 12:09:35 2018
Luderitz,NA,-26.65,15.16,57.2,57.2,87,0,8.05,Fri Nov  9 11:00:00 2018
Lebu,ET,8.96,38.73,47.15,47.15,93,48,2.51,Fri Nov  9 12:09:36 2018
Taoudenni,ML,22.68,-3.98,64.88,64.88,33,8,6.08,Fri Nov  9 12:09:37 2018
Chilca,PE,-13.22,-72.34,59.0,59.0,47,75,19.46,Fri Nov  9 11:30:00 2018
Larap,PH,14.3,122.65,80.77,80.77,97,56,21.56,Fri Nov  9 12:09:38 2018
Londonderry,US,42.87,-71.37,46.56,50.0,58,90,9.17,Fri Nov  9 10:56:00 2018
Ostrovnoy,RU,68.05,39.51,15.2,15.2,98,36,4.0,Fri Nov  9 12:09:39 2018
Aklavik,CA,68.22,-135.01,12.74,17.6,92,75,3.51,Fri Nov  9 11:37:00 2018
Sembakung,ID,3.82,117.25,74.65,74.65,100,56,2.39,Fri Nov  9 12:09:40 2018
Puerto Madero,AR,-34.61,-58.36,85.26,87.8,78,75,6.93,Fri Nov  9 11:00:00 2018
Cockburn Town,TC,21.46,-71.14,82.93,82.93,96,56,11.56,Fri Nov  9 12:06:59 2018
Songea,TZ,-10.68,35.65,69.8,69.8,73,40,12.75,Fri Nov  9 11:00:00 2018
Pascagoula,US,30.37,-88.56,67.23,75.92,93,90,12.75,Fri Nov  9 11:46:00 2018
Omis,HR,43.44,16.69,59.0,59.0,87,40,1.12,Fri Nov  9 11:30:00 2018
Dunedin,NZ,-45.87,170.5,46.61,46.61,96,68,4.0,Fri Nov  9 12:08:33 2018
Diglur,IN,18.55,77.6,67.13,67.13,78,0,2.77,Fri Nov  9 12:09:43 2018
Sinnamary,GF,5.38,-52.96,83.78,83.78,88,8,14.29,Fri Nov  9 12:09:43 2018
Port Hardy,CA,50.7,-127.42,50.0,50.0,87,75,6.93,Fri Nov  9 11:00:00 2018
Oranjemund,ZA,-28.55,16.43,60.38,60.38,89,0,5.91,Fri Nov  9 12:09:44 2018
Wajima,JP,37.4,136.9,59.93,59.93,90,20,11.9,Fri Nov  9 12:09:44 2018
Kurchum,KZ,48.57,83.65,31.85,31.85,100,88,8.37,Fri Nov  9 12:09:45 2018
Lamar,US,38.09,-102.62,37.94,37.94,43,1,5.01,Fri Nov  9 10:53:00 2018
Elliot,ZA,-31.33,27.85,39.95,39.95,82,0,2.06,Fri Nov  9 12:09:46 2018
Srandakan,ID,-7.94,110.25,73.43,73.43,100,68,2.73,Fri Nov  9 12:09:46 2018
Angoche,MZ,-16.23,39.91,76.67,76.67,100,44,19.73,Fri Nov  9 12:09:47 2018
Taganak,PH,6.08,118.3,77.0,77.0,100,75,2.24,Fri Nov  9 11:00:00 2018
Mizdah,LY,31.45,12.98,54.35,54.35,63,0,8.03,Fri Nov  9 12:09:47 2018
Yanzhou,CN,35.55,116.82,36.85,36.85,75,0,5.79,Fri Nov  9 12:09:48 2018
Abreus,CU,22.28,-80.57,85.82,87.8,66,20,8.05,Fri Nov  9 11:51:00 2018
Saraipali,IN,21.32,83.0,59.21,59.21,80,0,2.84,Fri Nov  9 12:09:49 2018
Kirakira,SB,-10.46,161.92,81.89,81.89,100,64,11.9,Fri Nov  9 12:09:50 2018
Daru,SL,7.99,-10.85,76.67,76.67,87,12,6.64,Fri Nov  9 12:09:50 2018
Price,US,39.6,-110.81,41.0,41.0,25,1,3.0,Fri Nov  9 11:53:00 2018
Ponte de Sor,PT,39.25,-8.01,56.02,56.02,93,92,13.13,Fri Nov  9 12:09:51 2018
Georgetown,GY,6.8,-58.16,89.6,89.6,62,75,13.87,Fri Nov  9 11:00:00 2018
Varzea da Palma,BR,-17.6,-44.73,67.72,67.72,100,100,7.09,Fri Nov  9 12:09:28 2018
Mandera,ET,3.94,41.86,76.9,76.9,87,56,2.84,Fri Nov  9 12:09:52 2018
Auras,IN,26.91,80.51,59.0,59.0,87,0,2.77,Fri Nov  9 11:30:00 2018
Orapa,BW,-21.28,25.37,69.74,69.74,30,0,14.14,Fri Nov  9 12:09:53 2018
Fairbanks,US,64.84,-147.72,2.73,5.0,85,40,2.89,Fri Nov  9 10:58:00 2018
Hohhot,CN,40.81,111.65,24.8,24.8,62,0,6.71,Fri Nov  9 11:00:00 2018
Bokhan,RU,53.15,103.77,19.75,19.75,83,76,0.54,Fri Nov  9 12:09:54 2018
Sanlucar la Mayor,ES,37.39,-6.2,56.75,59.0,67,0,8.05,Fri Nov  9 11:30:00 2018
Avera,US,33.19,-82.53,66.36,73.4,97,90,10.29,Fri Nov  9 11:35:00 2018
Leiyang,CN,26.42,112.85,48.28,48.28,94,92,3.62,Fri Nov  9 12:09:56 2018
Yola,NG,9.26,12.45,69.02,69.02,60,0,3.06,Fri Nov  9 12:09:56 2018
Beloha,MG,-25.17,45.06,64.43,64.43,80,12,10.27,Fri Nov  9 12:09:56 2018
Puerto Leguizamo,CO,-0.19,-74.78,85.76,85.76,72,24,2.89,Fri Nov  9 12:09:56 2018
Rio de Janeiro,BR,-22.91,-43.21,72.52,73.4,88,90,10.29,Fri Nov  9 11:00:00 2018
Morant Bay,JM,17.88,-76.41,87.8,87.8,58,20,4.7,Fri Nov  9 12:00:00 2018
Abha,SA,18.22,42.5,60.91,62.6,62,0,1.21,Fri Nov  9 11:00:00 2018
Strezhevoy,RU,60.73,77.6,-7.61,-7.61,83,0,4.47,Fri Nov  9 11:30:00 2018
Beira,ES,43.2,-8.36,58.8,60.8,87,75,19.46,Fri Nov  9 11:43:00 2018
Omsukchan,RU,62.53,155.8,-27.51,-27.51,40,0,2.51,Fri Nov  9 12:09:58 2018
Nioaque,BR,-21.16,-55.83,83.47,83.47,66,32,7.43,Fri Nov  9 12:09:59 2018
Wanaka,NZ,-44.7,169.14,41.17,41.17,89,56,2.33,Fri Nov  9 12:09:59 2018
Hambantota,LK,6.12,81.12,75.14,75.14,100,92,3.0,Fri Nov  9 12:10:00 2018
Vestmannaeyjar,IS,63.44,-20.27,45.58,45.58,90,88,23.09,Fri Nov  9 12:10:00 2018
Aksaray,TR,38.37,34.03,39.2,39.2,74,0,8.05,Fri Nov  9 11:20:00 2018
Acapulco,MX,16.86,-99.88,86.0,86.0,74,40,6.93,Fri Nov  9 11:42:00 2018
Pochutla,MX,15.74,-96.47,89.4,91.4,52,40,7.14,Fri Nov  9 11:45:00 2018
Shorapani,GE,42.1,43.08,42.8,42.8,93,0,4.7,Fri Nov  9 12:00:00 2018
Villarrica,CL,-39.28,-72.23,54.08,54.08,99,92,2.55,Fri Nov  9 12:10:03 2018
Borogontsy,RU,62.67,131.17,-5.68,-5.68,71,0,5.64,Fri Nov  9 12:10:04 2018
Celestun,MX,20.87,-90.4,81.8,81.8,97,8,12.06,Fri Nov  9 12:10:04 2018
Egvekinot,RU,66.32,-179.17,23.98,23.98,88,88,13.35,Fri Nov  9 12:10:05 2018
Sabla,NG,12.75,4.71,72.8,72.8,26,0,8.1,Fri Nov  9 12:10:05 2018
Urrutia,HN,14.74,-87.04,79.82,79.82,56,76,2.73,Fri Nov  9 12:10:06 2018
Bosansko Grahovo,BA,44.18,16.37,38.6,38.6,86,0,1.83,Fri Nov  9 12:10:06 2018
Bara,NG,10.41,10.6,74.15,74.15,22,0,8.66,Fri Nov  9 12:10:06 2018
Anadyr,RU,64.73,177.51,30.2,30.2,68,20,31.32,Fri Nov  9 11:00:00 2018
Siderno,IT,38.28,16.3,58.37,62.6,82,5,6.93,Fri Nov  9 10:55:00 2018
Kununurra,AU,-15.77,128.74,77.0,77.0,61,0,3.36,Fri Nov  9 11:36:00 2018
Darhan,MN,49.49,105.92,20.33,20.33,66,44,5.79,Fri Nov  9 12:10:08 2018
Kampot,KH,10.62,104.18,75.68,75.68,88,56,3.06,Fri Nov  9 12:10:09 2018
Calabozo,VE,8.92,-67.43,90.98,90.98,58,20,3.22,Fri Nov  9 12:10:09 2018
Marsa Matruh,EG,31.35,27.25,60.8,60.8,87,0,5.82,Fri Nov  9 11:00:00 2018
Puerto Carreno,CO,6.19,-67.49,84.2,84.2,74,75,2.89,Fri Nov  9 12:00:00 2018
Dossor,KZ,47.52,52.98,39.32,39.32,89,88,3.4,Fri Nov  9 12:10:10 2018
San Marcos de Colon,HN,13.43,-86.8,87.2,87.2,54,48,9.89,Fri Nov  9 12:10:11 2018
Laguna,MX,27.52,-110.01,86.0,86.0,23,5,3.36,Fri Nov  9 11:40:00 2018
Xining,CN,36.62,101.77,24.11,24.11,92,92,2.06,Fri Nov  9 12:10:12 2018
Mastic Beach,US,40.77,-72.85,52.03,53.06,69,90,13.87,Fri Nov  9 11:35:00 2018
Afsin,TR,38.25,36.91,27.4,27.4,76,0,2.33,Fri Nov  9 12:10:12 2018
Paracuru,BR,-3.41,-39.03,84.2,84.2,70,20,16.11,Fri Nov  9 11:00:00 2018
Coahuayana,MX,18.62,-100.35,84.82,84.82,49,0,3.0,Fri Nov  9 12:10:13 2018
Birao,CF,10.3,22.78,64.3,64.3,37,8,5.3,Fri Nov  9 12:10:14 2018
Varnavino,RU,61.19,46.56,22.9,22.9,83,88,5.86,Fri Nov  9 12:10:14 2018
Newport,GB,51.59,-3.0,51.8,53.6,100,76,28.86,Fri Nov  9 11:20:00 2018
Bambanglipuro,ID,-7.95,110.28,73.43,73.43,100,68,2.73,Fri Nov  9 12:10:15 2018
Togur,RU,58.36,82.83,1.34,1.34,71,36,9.82,Fri Nov  9 12:10:15 2018
Dzilam Gonzalez,MX,21.28,-88.93,87.88,87.88,61,8,4.34,Fri Nov  9 12:10:16 2018
Shubarshi,KZ,48.59,57.19,29.02,29.02,87,80,14.14,Fri Nov  9 12:10:16 2018
Shihezi,CN,44.3,86.03,25.46,25.46,83,68,3.33,Fri Nov  9 12:10:17 2018
Maraa,BR,-1.83,-65.37,79.91,79.91,96,48,3.06,Fri Nov  9 12:10:17 2018
Tuy Hoa,VN,13.08,109.3,76.58,76.58,98,92,7.92,Fri Nov  9 12:10:18 2018
Kodinsk,RU,58.6,99.18,17.77,17.77,52,56,11.27,Fri Nov  9 12:11:30 2018
Thunder Bay,CA,48.41,-89.26,23.0,23.0,73,90,13.87,Fri Nov  9 11:00:00 2018
Kuching,MY,1.56,110.34,77.0,77.0,94,75,2.24,Fri Nov  9 11:30:00 2018
Ulaanbaatar,MN,47.92,106.92,19.4,19.4,67,75,4.47,Fri Nov  9 12:00:00 2018
Zalantun,CN,48.0,122.72,24.97,24.97,80,0,6.35,Fri Nov  9 12:10:21 2018
Lima,PE,-12.06,-77.04,70.33,70.33,57,24,3.29,Fri Nov  9 12:09:02 2018
Inzer,RU,54.22,57.56,15.74,15.74,85,92,3.0,Fri Nov  9 12:10:22 2018
Bonito,BR,-1.36,-47.3,86.8,86.8,56,12,12.8,Fri Nov  9 12:10:22 2018
Tecoanapa,MX,16.99,-99.26,86.0,86.0,74,40,6.93,Fri Nov  9 11:42:00 2018
Luwuk,ID,-0.95,122.79,79.87,79.87,92,32,3.11,Fri Nov  9 12:10:23 2018
Ust-Abakan,RU,53.84,91.38,23.0,23.0,41,0,11.18,Fri Nov  9 11:30:00 2018
Juazeiro,BR,-9.43,-40.51,96.8,96.8,28,20,12.75,Fri Nov  9 11:00:00 2018
Grand-Santi,GF,4.27,-54.38,78.7,78.7,93,32,2.39,Fri Nov  9 12:10:24 2018
Ust-Nera,RU,64.57,143.24,-42.04,-42.04,0,8,1.77,Fri Nov  9 12:10:25 2018
Timbuktu,ML,16.77,-3.01,77.17,77.17,25,0,9.78,Fri Nov  9 12:11:37 2018
Jiaonan,CN,35.88,119.98,41.0,41.0,100,0,2.24,Fri Nov  9 12:00:00 2018
Arman,RU,59.7,150.17,-22.01,-22.01,74,0,4.47,Fri Nov  9 11:00:00 2018
Kalabo,ZM,-15.0,22.67,71.5,71.5,55,44,1.72,Fri Nov  9 12:10:27 2018
Mahbubnagar,IN,16.74,77.99,67.22,67.22,84,0,4.23,Fri Nov  9 12:10:27 2018
Itarema,BR,-2.92,-39.92,84.37,84.37,61,0,20.11,Fri Nov  9 12:10:28 2018
At-Bashi,KG,41.17,75.81,3.14,3.14,63,32,1.61,Fri Nov  9 12:10:28 2018
Chara,GR,39.42,22.43,51.8,51.8,93,20,4.7,Fri Nov  9 10:50:00 2018
Kailua,US,21.39,-157.74,79.9,82.04,79,75,5.82,Fri Nov  9 10:57:00 2018
Quatre Cocos,MU,-20.21,57.76,75.2,75.2,78,40,6.93,Fri Nov  9 11:00:00 2018
Millinocket,US,45.66,-68.71,39.52,42.08,54,1,3.06,Fri Nov  9 10:56:00 2018
Byron Bay,AU,-28.65,153.62,57.2,57.2,93,40,4.7,Fri Nov  9 11:30:00 2018
Dapaong,TG,10.86,0.2,78.88,78.88,34,8,8.14,Fri Nov  9 12:10:31 2018
Kavali,IN,14.91,79.99,69.97,69.97,91,0,2.84,Fri Nov  9 12:10:31 2018
Anajatuba,BR,-3.26,-44.62,88.82,88.82,54,64,10.89,Fri Nov  9 12:10:31 2018
Moerai,PF,-22.43,-151.33,73.97,73.97,100,24,22.46,Fri Nov  9 12:10:32 2018
Tilichiki,RU,60.47,166.1,19.12,19.12,82,76,16.08,Fri Nov  9 12:10:33 2018
San Cristobal,EC,-0.39,-78.55,69.8,69.8,49,40,6.93,Fri Nov  9 12:00:00 2018
Anori,BR,-3.74,-61.66,77.66,77.66,99,68,0.83,Fri Nov  9 12:10:34 2018
Salalah,OM,17.01,54.1,80.6,80.6,78,20,3.36,Fri Nov  9 11:50:00 2018
Vega de Alatorre,MX,20.03,-96.65,82.07,82.07,66,56,4.79,Fri Nov  9 12:10:35 2018
Ojuelos de Jalisco,MX,21.86,-101.59,76.18,76.18,34,36,5.12,Fri Nov  9 12:10:35 2018
Pacific Grove,US,36.62,-121.92,68.36,69.98,15,1,2.55,Fri Nov  9 11:35:00 2018
Manoel Urbano,BR,-8.84,-69.26,85.0,85.0,75,56,1.77,Fri Nov  9 12:10:36 2018
Coquimbo,CL,-29.95,-71.34,64.4,64.4,68,40,11.41,Fri Nov  9 11:00:00 2018
Porto Torres,IT,40.84,8.4,60.8,60.8,100,40,5.82,Fri Nov  9 11:20:00 2018
Apsheronsk,RU,44.46,39.74,34.19,34.19,85,0,1.77,Fri Nov  9 12:10:37 2018
Kawalu,ID,-7.38,108.21,65.96,65.96,98,92,1.61,Fri Nov  9 12:10:37 2018
Rehoboth,NA,-23.31,17.08,58.27,58.27,48,0,5.3,Fri Nov  9 12:10:38 2018
Sandwick,GB,54.57,-2.89,48.2,48.2,81,92,21.92,Fri Nov  9 10:50:00 2018
Tucuman,PE,-17.17,-70.89,68.3,68.3,50,0,3.78,Fri Nov  9 12:10:38 2018
Broken Hill,AU,-31.97,141.45,54.35,54.35,59,0,2.89,Fri Nov  9 12:10:39 2018
Chivay,PE,-15.64,-71.6,50.66,50.66,59,88,3.0,Fri Nov  9 12:10:39 2018
Vanimo,PG,-2.67,141.3,82.16,82.16,100,24,3.89,Fri Nov  9 12:09:00 2018
Pouembout,NC,-21.12,164.9,75.14,75.14,70,32,6.24,Fri Nov  9 12:10:40 2018
Bartica,GY,6.41,-58.62,87.8,87.8,66,20,16.11,Fri Nov  9 12:00:00 2018
Kupino,RU,54.36,77.31,4.72,4.72,100,48,9.93,Fri Nov  9 12:10:41 2018
Nakamura,JP,35.17,136.87,60.75,64.4,77,75,18.34,Fri Nov  9 12:00:00 2018
Kewanee,US,41.25,-89.92,31.87,33.08,68,90,10.29,Fri Nov  9 11:35:00 2018
Karwar,IN,14.8,74.13,74.92,74.92,67,0,1.88,Fri Nov  9 12:10:42 2018
Broome,GB,52.47,1.45,51.51,52.16,76,0,14.99,Fri Nov  9 11:20:00 2018
Half Moon Bay,US,37.46,-122.43,64.98,66.92,32,90,8.05,Fri Nov  9 11:25:00 2018
Havre,US,48.55,-109.68,17.96,17.96,73,40,9.17,Fri Nov  9 10:53:00 2018
Kaman,TR,39.36,33.73,30.32,30.32,74,0,2.62,Fri Nov  9 12:10:44 2018
Suntar,RU,62.16,117.65,23.57,23.57,60,80,8.14,Fri Nov  9 12:10:44 2018
Kolokani,ML,13.58,-8.03,79.6,79.6,24,0,10.27,Fri Nov  9 12:10:45 2018
Rabak,SD,13.18,32.74,66.82,66.82,28,0,9.04,Fri Nov  9 12:10:45 2018
Flinders,AU,-34.58,150.85,55.4,55.4,87,0,4.7,Fri Nov  9 11:00:00 2018
Khao Yoi,TH,13.24,99.82,72.98,72.98,93,88,2.06,Fri Nov  9 12:10:46 2018
Leningradskiy,RU,69.38,178.42,25.37,25.37,96,88,20.62,Fri Nov  9 12:10:47 2018
Belle Fourche,US,44.67,-103.85,22.8,26.6,61,1,3.36,Fri Nov  9 11:55:00 2018
Tiarei,PF,-17.53,-149.33,84.2,84.2,62,40,4.7,Fri Nov  9 11:30:00 2018
Boyolangu,ID,-8.09,111.9,71.45,71.45,96,80,2.77,Fri Nov  9 12:10:48 2018
Morehead,US,38.18,-83.43,41.0,41.0,95,90,4.7,Fri Nov  9 11:25:00 2018
Hurricane,US,37.18,-113.29,42.08,42.08,30,1,0.54,Fri Nov  9 11:53:00 2018
Muli,IN,22.62,71.45,61.1,61.1,62,0,3.0,Fri Nov  9 12:10:49 2018
Dunnville,CA,42.9,-79.62,35.46,41.0,100,90,11.41,Fri Nov  9 11:00:00 2018
Konstantinovka,MD,47.99,28.86,31.18,31.18,77,0,3.11,Fri Nov  9 12:10:50 2018
Mao,DO,19.55,-71.08,86.0,86.0,58,20,10.29,Fri Nov  9 12:00:00 2018
Mhlume,SZ,-26.03,31.81,59.0,59.0,87,0,2.84,Fri Nov  9 11:00:00 2018
Pishin,PK,30.58,67.0,32.66,32.66,81,12,2.21,Fri Nov  9 12:10:51 2018
Ekhabi,RU,53.51,142.97,36.44,36.44,96,88,22.08,Fri Nov  9 12:10:52 2018
Hervey Bay,AU,-25.3,152.85,72.13,72.13,97,8,10.94,Fri Nov  9 12:07:41 2018
Douentza,ML,15.01,-2.95,71.0,71.0,43,0,5.3,Fri Nov  9 12:10:53 2018
Veraval,FR,49.65,0.71,53.01,53.6,87,75,19.46,Fri Nov  9 11:30:00 2018
Skibbereen,IE,51.55,-9.27,48.2,48.2,87,40,16.11,Fri Nov  9 11:30:00 2018
Cajati,BR,-24.73,-48.11,68.93,68.93,94,92,9.78,Fri Nov  9 12:10:54 2018
Curup,ID,-3.47,102.53,69.56,69.56,95,92,0.38,Fri Nov  9 12:10:55 2018
Harper,US,30.3,-99.24,51.85,53.06,60,20,14.99,Fri Nov  9 11:51:00 2018
Ilebo,CD,-4.33,20.59,70.78,70.78,100,64,1.88,Fri Nov  9 12:10:56 2018
Oksfjord,NO,70.24,22.35,39.72,41.0,80,0,10.29,Fri Nov  9 11:20:00 2018
Peniche,PT,39.36,-9.38,60.8,60.8,87,75,10.29,Fri Nov  9 11:30:00 2018
Ust-Kulom,RU,61.69,53.69,17.18,17.18,90,68,2.62,Fri Nov  9 12:10:57 2018
Te Anau,NZ,-45.41,167.72,42.25,42.25,99,56,3.4,Fri Nov  9 12:10:57 2018
Christchurch,NZ,-43.53,172.64,46.4,46.4,81,44,2.24,Fri Nov  9 11:30:00 2018
Mircea Voda,RO,44.28,28.17,46.4,46.4,87,8,5.82,Fri Nov  9 11:30:00 2018
Katangli,RU,51.71,143.23,40.49,40.49,100,92,27.89,Fri Nov  9 12:10:58 2018
Adrar,DZ,27.87,-0.29,77.0,77.0,20,0,6.93,Fri Nov  9 11:00:00 2018
Terrace Bay,CA,48.78,-87.1,23.0,23.0,85,90,17.22,Fri Nov  9 11:00:00 2018
Guiratinga,BR,-16.35,-53.76,77.08,77.08,87,88,4.85,Fri Nov  9 12:07:23 2018
Porto Novo,BR,-23.68,-45.44,68.0,68.0,82,75,13.87,Fri Nov  9 11:00:00 2018
Pemberton,AU,-34.44,116.03,55.16,55.16,93,0,13.29,Fri Nov  9 12:11:01 2018
Nouadhibou,MR,20.93,-17.03,71.6,71.6,64,76,16.11,Fri Nov  9 11:00:00 2018
Bobon,PH,12.53,124.56,80.0,80.0,100,68,17.94,Fri Nov  9 12:11:02 2018
Weligama,LK,5.97,80.42,74.42,74.42,100,92,7.25,Fri Nov  9 12:11:02 2018
Fort Nelson,CA,58.81,-122.69,21.2,21.2,92,75,3.22,Fri Nov  9 11:46:00 2018
San Patricio,PY,-26.98,-56.83,83.47,83.47,68,0,3.22,Fri Nov  9 12:11:03 2018
Giyon,ET,8.53,37.98,56.78,56.78,99,92,4.79,Fri Nov  9 12:11:04 2018
